Chave,Tipo de Item,Ano de Publicação,Autor,Título,DOI,Url,Nota Abstracta,Data,Editor,Título_traduzido,Nota Resumo_traduzido
W6M2989A,conferencePaper,2019.0,"Amershi, Saleema; Weld, Dan; Vorvoreanu, Mihaela; Fourney, Adam; Nushi, Besmira; Collisson, Penny; Suh, Jina; Iqbal, Shamsi; Bennett, Paul N.; Inkpen, Kori; Teevan, Jaime; Kikin-Gil, Ruth; Horvitz, Eric",Guidelines for Human-AI Interaction,10.1145/3290605.3300233,https://dl.acm.org/doi/10.1145/3290605.3300233,"Advances in artifcial intelligence (AI) frame opportunities and challenges for user interface design. Principles for humanAI interaction have been discussed in the human-computer interaction community for over two decades, but more study and innovation are needed in light of advances in AI and the growing uses of AI technologies in human-facing applications. We propose 18 generally applicable design guidelines for human-AI interaction. These guidelines are validated through multiple rounds of evaluation including a user study with 49 design practitioners who tested the guidelines against 20 popular AI-infused products. The results verify the relevance of the guidelines over a spectrum of interaction scenarios and reveal gaps in our knowledge, highlighting opportunities for further research. Based on the evaluations, we believe the set of design guidelines can serve as a resource to practitioners working on the design of applications and features that harness AI technologies, and to researchers interested in the further development of guidelines for human-AI interaction design.",2019-05-02,ACM,Diretrizes para Interação Humano-IA,"Avanços em inteligência artificial (IA) apresentam oportunidades e desafios para o design de interfaces de usuário. Princípios para a interação humano-IA têm sido discutidos na comunidade de interação humano-computador por mais de duas décadas, mas mais estudos e inovações são necessários à luz dos avanços em IA e dos crescentes usos de tecnologias de IA em aplicações voltadas para humanos. Propomos 18 diretrizes de design geralmente aplicáveis para a interação humano-IA. Essas diretrizes são validadas por meio de múltiplas rodadas de avaliação, incluindo um estudo com usuários com 49 profissionais de design que testaram as diretrizes em relação a 20 produtos populares infundidos com IA. Os resultados verificam a relevância das diretrizes em um espectro de cenários de interação e revelam lacunas em nosso conhecimento, destacando oportunidades para pesquisas adicionais. Com base nas avaliações, acreditamos que o conjunto de diretrizes de design pode servir como um recurso para profissionais que trabalham no design de aplicações e recursos que aproveitam tecnologias de IA, e para pesquisadores interessados no desenvolvimento adicional de diretrizes para o design de interação humano-IA."
PQQPM9BU,conferencePaper,2019.0,"Geva, Mor; Goldberg, Yoav; Berant, Jonathan",Are We Modeling the Task or the Annotator? An Investigation of Annotator Bias in Natural Language Understanding Datasets,10.18653/v1/D19-1107,https://www.aclweb.org/anthology/D19-1107,"Crowdsourcing has been the prevalent paradigm for creating natural language understanding datasets in recent years. A common crowdsourcing practice is to recruit a small number of high-quality workers, and have them massively generate examples. Having only a few workers generate the majority of examples raises concerns about data diversity, especially when workers freely generate sentences. In this paper, we perform a series of experiments showing these concerns are evident in three recent NLP datasets. We show that model performance improves when training with annotator identiﬁers as features, and that models are able to recognize the most productive annotators. Moreover, we show that often models do not generalize well to examples from annotators that did not contribute to the training set. Our ﬁndings suggest that annotator bias should be monitored during dataset creation, and that test set annotators should be disjoint from training set annotators.",2019,Association for Computational Linguistics,Estamos Modelando a Tarefa ou o Anotador? Uma Investigação do Viés do Anotador em Conjuntos de Dados de Compreensão de Linguagem Natural,"O crowdsourcing tem sido o paradigma predominante para a criação de conjuntos de dados de compreensão da linguagem natural nos últimos anos. Uma prática comum de crowdsourcing é recrutar um pequeno número de trabalhadores de alta qualidade e fazer com que eles gerem exemplos em massa. Ter apenas alguns trabalhadores gerando a maioria dos exemplos levanta preocupações sobre a diversidade dos dados, especialmente quando os trabalhadores geram frases livremente. Neste artigo, realizamos uma série de experimentos que mostram que essas preocupações são evidentes em três conjuntos de dados recentes de PLN. Mostramos que o desempenho do modelo melhora quando treinado com identificadores de anotadores como características, e que os modelos são capazes de reconhecer os anotadores mais produtivos. Além disso, mostramos que muitas vezes os modelos não generalizam bem para exemplos de anotadores que não contribuíram para o conjunto de treinamento. Nossas descobertas sugerem que o viés dos anotadores deve ser monitorado durante a criação do conjunto de dados, e que os anotadores do conjunto de teste devem ser distintos dos anotadores do conjunto de treinamento."
UNAGEFZ4,journalArticle,2019.0,"Bansal, Gagan; Nushi, Besmira; Kamar, Ece; Lasecki, Walter S.; Weld, Daniel S.; Horvitz, Eric",Beyond Accuracy: The Role of Mental Models in Human-AI Team Performance,10.1609/hcomp.v7i1.5285,https://ojs.aaai.org/index.php/HCOMP/article/view/5285,"Decisions made by human-AI teams (e.g., AI-advised humans) are increasingly common in high-stakes domains such as healthcare, criminal justice, and ﬁnance. Achieving high team performance depends on more than just the accuracy of the AI system: Since the human and the AI may have different expertise, the highest team performance is often reached when they both know how and when to complement one another. We focus on a factor that is crucial to supporting such complementary: the human’s mental model of the AI capabilities, speciﬁcally the AI system’s error boundary (i.e. knowing “When does the AI err?”). Awareness of this lets the human decide when to accept or override the AI’s recommendation. We highlight two key properties of an AI’s error boundary, parsimony and stochasticity, and a property of the task, dimensionality. We show experimentally how these properties affect humans’ mental models of AI capabilities and the resulting team performance. We connect our evaluations to related work and propose goals, beyond accuracy, that merit consideration during model selection and optimization to improve overall human-AI team performance.",2019-10-28,,Além da Precisão: O Papel dos Modelos Mentais no Desempenho de Equipes Humanas e de IA,"Decisões tomadas por equipes humano-IA (por exemplo, humanos aconselhados por IA) são cada vez mais comuns em domínios de alto risco, como saúde, justiça criminal e finanças. Alcançar um alto desempenho da equipe depende de mais do que apenas a precisão do sistema de IA: como o humano e a IA podem ter diferentes especializações, o maior desempenho da equipe é frequentemente alcançado quando ambos sabem como e quando se complementar. Focamos em um fator que é crucial para apoiar essa complementaridade: o modelo mental do humano sobre as capacidades da IA, especificamente o limite de erro do sistema de IA (ou seja, saber ""Quando a IA erra?""). A conscientização sobre isso permite que o humano decida quando aceitar ou ignorar a recomendação da IA. Destacamos duas propriedades-chave do limite de erro de uma IA, parcimônia e estocasticidade, e uma propriedade da tarefa, dimensionalidade. Mostramos experimentalmente como essas propriedades afetam os modelos mentais dos humanos sobre as capacidades da IA e o desempenho da equipe resultante. Conectamos nossas avaliações a trabalhos relacionados e propomos objetivos, além da precisão, que merecem consideração durante a seleção e otimização de modelos para melhorar o desempenho geral da equipe humano-IA."
N7BFT6AQ,conferencePaper,2020.0,"Barshan, Elnaz; Brunet, Marc-Etienne; Dziugaite, Gintare Karolina",RelatIF: Identifying Explanatory Training Samples via Relative Influence,,https://proceedings.mlr.press/v108/barshan20a.html,"In this work, we focus on the use of influence functions to identify relevant training examples that one might hope “explain” the predictions of a machine learning model. One shortcoming of influence functions is that the training examples deemed most “influential” are often outliers or mislabelled, making them poor choices for explanation. In order to address this shortcoming, we separate the role of global versus local influence. We introduce RelatIF, a new class of criteria for choosing relevant training examples by way of an optimization objective that places a constraint on global influence. RelatIF considers the local influence that an explanatory example has on a prediction relative to its global effects on the model. In empirical evaluations, we find that the examples returned by RelatIF are more intuitive when compared to those found using influence functions.",2020-06-03,PMLR,RelatIF: Identificando Amostras de Treinamento Explicativas via Influência Relativa,"Neste trabalho, focamos no uso de funções de influência para identificar exemplos de treinamento relevantes que se espera que ""explique"" as previsões de um modelo de aprendizado de máquina. Uma limitação das funções de influência é que os exemplos de treinamento considerados mais ""influentes"" são frequentemente outliers ou rotulados incorretamente, tornando-os escolhas ruins para explicação. Para abordar essa limitação, separamos o papel da influência global em relação à influência local. Introduzimos o RelatIF, uma nova classe de critérios para escolher exemplos de treinamento relevantes por meio de um objetivo de otimização que impõe uma restrição sobre a influência global. O RelatIF considera a influência local que um exemplo explicativo tem sobre uma previsão em relação aos seus efeitos globais no modelo. Em avaliações empíricas, descobrimos que os exemplos retornados pelo RelatIF são mais intuitivos quando comparados àqueles encontrados usando funções de influência."
7RJBRIEX,preprint,2022.0,"Chen, Yuanyuan; Li, Boyang; Yu, Han; Wu, Pengcheng; Miao, Chunyan",HYDRA: Hypergradient Data Relevance Analysis for Interpreting Deep Neural Networks,10.48550/arXiv.2102.02515,http://arxiv.org/abs/2102.02515,"The behaviors of deep neural networks (DNNs) are notoriously resistant to human interpretations. In this paper, we propose Hypergradient Data Relevance Analysis, or HYDRA, which interprets the predictions made by DNNs as effects of their training data. Existing approaches generally estimate data contributions around the final model parameters and ignore how the training data shape the optimization trajectory. By unrolling the hypergradient of test loss w.r.t. the weights of training data, HYDRA assesses the contribution of training data toward test data points throughout the training trajectory. In order to accelerate computation, we remove the Hessian from the calculation and prove that, under moderate conditions, the approximation error is bounded. Corroborating this theoretical claim, empirical results indicate the error is indeed small. In addition, we quantitatively demonstrate that HYDRA outperforms influence functions in accurately estimating data contribution and detecting noisy data labels. The source code is available at https://github.com/cyyever/aaai_hydra_8686.",2022-12-29,arXiv,HYDRA: Análise de Relevância de Dados Hipergradientes para Interpretação de Redes Neurais Profundas,"Os comportamentos de redes neurais profundas (DNNs) são notoriamente resistentes a interpretações humanas. Neste artigo, propomos a Análise de Relevância de Dados por Hipergradiente, ou HYDRA, que interpreta as previsões feitas por DNNs como efeitos de seus dados de treinamento. Abordagens existentes geralmente estimam as contribuições dos dados em torno dos parâmetros finais do modelo e ignoram como os dados de treinamento moldam a trajetória de otimização. Ao desenrolar o hipergradiente da perda de teste em relação aos pesos dos dados de treinamento, a HYDRA avalia a contribuição dos dados de treinamento em relação aos pontos de dados de teste ao longo da trajetória de treinamento. Para acelerar o cálculo, removemos o Hessiano da equação e provamos que, sob condições moderadas, o erro de aproximação é limitado. Corroborando essa afirmação teórica, resultados empíricos indicam que o erro é de fato pequeno. Além disso, demonstramos quantitativamente que a HYDRA supera funções de influência na estimativa precisa da contribuição dos dados e na detecção de rótulos de dados ruidosos. O código-fonte está disponível em https://github.com/cyyever/aaai_hydra_8686."
86K94CLB,journalArticle,2018.0,"Varma, Paroma; Ré, Christopher",Snuba: automating weak supervision to label training data,10.14778/3291264.3291268,https://dl.acm.org/doi/10.14778/3291264.3291268,"As deep learning models are applied to increasingly diverse problems, a key bottleneck is gathering enough high-quality training labels tailored to each task. Users therefore turn to weak supervision, relying on imperfect sources of labels like pattern matching and user-deﬁned heuristics. Unfortunately, users have to design these sources for each task. This process can be time consuming and expensive: domain experts often perform repetitive steps like guessing optimal numerical thresholds and developing informative text patterns. To address these challenges, we present Snuba, a system to automatically generate heuristics using a small labeled dataset to assign training labels to a large, unlabeled dataset in the weak supervision setting. Snuba generates heuristics that each labels the subset of the data it is accurate for, and iteratively repeats this process until the heuristics together label a large portion of the unlabeled data. We develop a statistical measure that guarantees the iterative process will automatically terminate before it degrades training label quality. Snuba automatically generates heuristics in under ﬁve minutes and performs up to 9.74 F1 points better than the best known user-deﬁned heuristics developed over many days. In collaborations with users at research labs, Stanford Hospital, and on open source datasets, Snuba outperforms other automated approaches like semisupervised learning by up to 14.35 F1 points.",2018-11,,Snuba: automatizando a supervisão fraca para rotular dados de treinamento,"À medida que modelos de aprendizado profundo são aplicados a problemas cada vez mais diversos, um gargalo chave é reunir rótulos de treinamento de alta qualidade suficientes, adaptados a cada tarefa. Os usuários, portanto, recorrem à supervisão fraca, confiando em fontes imperfeitas de rótulos, como correspondência de padrões e heurísticas definidas pelo usuário. Infelizmente, os usuários têm que projetar essas fontes para cada tarefa. Esse processo pode ser demorado e caro: especialistas em domínio frequentemente realizam etapas repetitivas, como adivinhar limites numéricos ideais e desenvolver padrões de texto informativos. Para abordar esses desafios, apresentamos o Snuba, um sistema para gerar automaticamente heurísticas usando um pequeno conjunto de dados rotulados para atribuir rótulos de treinamento a um grande conjunto de dados não rotulados no contexto de supervisão fraca. O Snuba gera heurísticas que rotulam cada subconjunto dos dados para os quais são precisas e repete iterativamente esse processo até que as heurísticas juntas rotulem uma grande parte dos dados não rotulados. Desenvolvemos uma medida estatística que garante que o processo iterativo será automaticamente encerrado antes que degrade a qualidade dos rótulos de treinamento. O Snuba gera automaticamente heurísticas em menos de cinco minutos e apresenta até 9,74 pontos F1 a mais do que as melhores heurísticas definidas pelo usuário, desenvolvidas ao longo de muitos dias. Em colaborações com usuários em laboratórios de pesquisa, no Hospital de Stanford e em conjuntos de dados de código aberto, o Snuba supera outras abordagens automatizadas, como aprendizado semissupervisionado, em até 14,35 pontos F1."
PCPJI5PC,journalArticle,2022.0,"Denham, Benjamin; Lai, Edmund M-K.; Sinha, Roopak; Naeem, M. Asif",Witan: unsupervised labelling function generation for assisted data programming,10.14778/3551793.3551797,https://dl.acm.org/doi/10.14778/3551793.3551797,"Effective supervised training of modern machine learning models often requires large labelled training datasets, which could be prohibitively costly to acquire for many practical applications. Research addressing this problem has sought ways to leverage               weak supervision               sources, such as the user-defined heuristic labelling functions used in the               data programming               paradigm, which are cheaper and easier to acquire. Automatic generation of these functions can make data programming even more efficient and effective. However, existing approaches rely on initial supervision in the form of small labelled datasets or interactive user feedback. In this paper, we propose Witan, an algorithm for generating labelling functions without any initial supervision. This flexibility affords many interaction modes, including unsupervised dataset exploration before the user even defines a set of classes. Experiments in binary and multi-class classification demonstrate the efficiency and classification accuracy of Witan compared to alternative labelling approaches.",2022-07,,Witan: geração de função de rotulagem não supervisionada para programação de dados assistida,"O treinamento supervisionado eficaz de modelos modernos de aprendizado de máquina muitas vezes requer grandes conjuntos de dados rotulados, que podem ser proibitivamente caros de adquirir para muitas aplicações práticas. Pesquisas que abordam esse problema têm buscado maneiras de aproveitar fontes de supervisão fraca, como as funções de rotulagem heurísticas definidas pelo usuário usadas no paradigma de programação de dados, que são mais baratas e mais fáceis de adquirir. A geração automática dessas funções pode tornar a programação de dados ainda mais eficiente e eficaz. No entanto, as abordagens existentes dependem de supervisão inicial na forma de pequenos conjuntos de dados rotulados ou feedback interativo do usuário. Neste artigo, propomos o Witan, um algoritmo para gerar funções de rotulagem sem qualquer supervisão inicial. Essa flexibilidade oferece muitos modos de interação, incluindo exploração de conjuntos de dados não supervisionados antes que o usuário defina um conjunto de classes. Experimentos em classificação binária e multiclasse demonstram a eficiência e a precisão de classificação do Witan em comparação com abordagens alternativas de rotulagem."
R6J8GBGX,preprint,2022.0,"Seedat, Nabeel; Crabbé, Jonathan; Bica, Ioana; van der Schaar, Mihaela",Data-IQ: Characterizing subgroups with heterogeneous outcomes in tabular data,10.48550/arXiv.2210.13043,http://arxiv.org/abs/2210.13043,"High model performance, on average, can hide that models may systematically underperform on subgroups of the data. We consider the tabular setting, which surfaces the unique issue of outcome heterogeneity - this is prevalent in areas such as healthcare, where patients with similar features can have different outcomes, thus making reliable predictions challenging. To tackle this, we propose Data-IQ, a framework to systematically stratify examples into subgroups with respect to their outcomes. We do this by analyzing the behavior of individual examples during training, based on their predictive confidence and, importantly, the aleatoric (data) uncertainty. Capturing the aleatoric uncertainty permits a principled characterization and then subsequent stratification of data examples into three distinct subgroups (Easy, Ambiguous, Hard). We experimentally demonstrate the benefits of Data-IQ on four real-world medical datasets. We show that Data-IQ's characterization of examples is most robust to variation across similarly performant (yet different) models, compared to baselines. Since Data-IQ can be used with any ML model (including neural networks, gradient boosting etc.), this property ensures consistency of data characterization, while allowing flexible model selection. Taking this a step further, we demonstrate that the subgroups enable us to construct new approaches to both feature acquisition and dataset selection. Furthermore, we highlight how the subgroups can inform reliable model usage, noting the significant impact of the Ambiguous subgroup on model generalization.",2022-10-24,arXiv,Data-IQ: Caracterizando subgrupos com resultados heterogêneos em dados tabulares,"O alto desempenho do modelo, em média, pode ocultar que os modelos podem ter um desempenho sistematicamente inferior em subgrupos dos dados. Consideramos o cenário tabular, que revela a questão única da heterogeneidade dos resultados - isso é prevalente em áreas como a saúde, onde pacientes com características semelhantes podem ter resultados diferentes, tornando assim desafiadoras as previsões confiáveis. Para abordar isso, propomos o Data-IQ, uma estrutura para estratificar sistematicamente exemplos em subgrupos com relação aos seus resultados. Fazemos isso analisando o comportamento de exemplos individuais durante o treinamento, com base em sua confiança preditiva e, importante, na incerteza aleatória (dos dados). Capturar a incerteza aleatória permite uma caracterização fundamentada e, em seguida, a estratificação subsequente de exemplos de dados em três subgrupos distintos (Fácil, Ambíguo, Difícil). Demonstramos experimentalmente os benefícios do Data-IQ em quatro conjuntos de dados médicos do mundo real. Mostramos que a caracterização de exemplos pelo Data-IQ é mais robusta à variação entre modelos com desempenho semelhante (mas diferentes), em comparação com as linhas de base. Como o Data-IQ pode ser usado com qualquer modelo de ML (incluindo redes neurais, boosting de gradiente etc.), essa propriedade garante consistência na caracterização dos dados, enquanto permite uma seleção flexível de modelos. Levando isso um passo adiante, demonstramos que os subgrupos nos permitem construir novas abordagens tanto para aquisição de características quanto para seleção de conjuntos de dados. Além disso, destacamos como os subgrupos podem informar o uso confiável do modelo, observando o impacto significativo do subgrupo Ambíguo na generalização do modelo."
FH6LGZ8X,journalArticle,2020.0,"Ratner, Alexander; Bach, Stephen H.; Ehrenberg, Henry; Fries, Jason; Wu, Sen; Ré, Christopher",Snorkel: rapid training data creation with weak supervision,10.1007/s00778-019-00552-1,http://link.springer.com/10.1007/s00778-019-00552-1,"Labeling training data is increasingly the largest bottleneck in deploying machine learning systems. We present Snorkel, a ﬁrst-of-its-kind system that enables users to train state-of-the-art models without hand labeling any training data. Instead, users write labeling functions that express arbitrary heuristics, which can have unknown accuracies and correlations. Snorkel denoises their outputs without access to ground truth by incorporating the ﬁrst end-to-end implementation of our recently proposed machine learning paradigm, data programming. We present a ﬂexible interface layer for writing labeling functions based on our experience over the past year collaborating with companies, agencies, and research laboratories. In a user study, subject matter experts build models 2.8× faster and increase predictive performance an average 45.5% versus seven hours of hand labeling. We study the modeling trade-offs in this new setting and propose an optimizer for automating trade-off decisions that gives up to 1.8× speedup per pipeline execution. In two collaborations, with the US Department of Veterans Affairs and the US Food and Drug Administration, and on four open-source text and image data sets representative of other deployments, Snorkel provides 132% average improvements to predictive performance over prior heuristic approaches and comes within an average 3.60% of the predictive performance of large hand-curated training sets.",2020-05,,Snorkel: criação rápida de dados de treinamento com supervisão fraca,"A rotulagem de dados de treinamento é cada vez mais o maior gargalo na implementação de sistemas de aprendizado de máquina. Apresentamos o Snorkel, um sistema pioneiro que permite aos usuários treinar modelos de ponta sem rotular manualmente nenhum dado de treinamento. Em vez disso, os usuários escrevem funções de rotulagem que expressam heurísticas arbitrárias, que podem ter precisões e correlações desconhecidas. O Snorkel remove o ruído de suas saídas sem acesso à verdade fundamental, incorporando a primeira implementação de ponta a ponta do nosso paradigma de aprendizado de máquina recentemente proposto, programação de dados. Apresentamos uma camada de interface flexível para escrever funções de rotulagem com base em nossa experiência ao longo do último ano colaborando com empresas, agências e laboratórios de pesquisa. Em um estudo com usuários, especialistas em assuntos construíram modelos 2,8 vezes mais rápido e aumentaram o desempenho preditivo em média 45,5% em comparação com sete horas de rotulagem manual. Estudamos os trade-offs de modelagem nesse novo cenário e propomos um otimizador para automatizar decisões de trade-off que proporciona até 1,8 vezes mais rapidez por execução de pipeline. Em duas colaborações, com o Departamento de Assuntos de Veteranos dos EUA e a Administração de Alimentos e Medicamentos dos EUA, e em quatro conjuntos de dados abertos de texto e imagem representativos de outras implementações, o Snorkel oferece melhorias médias de 132% no desempenho preditivo em relação a abordagens heurísticas anteriores e chega a uma média de 3,60% do desempenho preditivo de grandes conjuntos de treinamento cuidadosamente selecionados."
BJ5D97ZM,preprint,2022.0,"Thyagarajan, Aditya; Snorrason, Elías; Northcutt, Curtis; Mueller, Jonas",Identifying Incorrect Annotations in Multi-Label Classification Data,10.48550/arXiv.2211.13895,http://arxiv.org/abs/2211.13895,"In multi-label classification, each example in a dataset may be annotated as belonging to one or more classes (or none of the classes). Example applications include image (or document) tagging where each possible tag either applies to a particular image (or document) or not. With many possible classes to consider, data annotators are likely to make errors when labeling such data in practice. Here we consider algorithms for finding mislabeled examples in multi-label classification datasets. We propose an extension of the Confident Learning framework to this setting, as well as a label quality score that ranks examples with label errors much higher than those which are correctly labeled. Both approaches can utilize any trained classifier. After demonstrating that our methodology empirically outperforms other algorithms for label error detection, we apply our approach to discover many label errors in the CelebA image tagging dataset.",2022-11-25,arXiv,Identificando Anotações Incorretas em Dados de Classificação Multirrótulo,"Na classificação multi-rótulo, cada exemplo em um conjunto de dados pode ser anotado como pertencente a uma ou mais classes (ou nenhuma das classes). Exemplos de aplicações incluem a marcação de imagens (ou documentos), onde cada possível rótulo se aplica a uma imagem (ou documento) específico ou não. Com muitas classes possíveis a considerar, é provável que os anotadores de dados cometam erros ao rotular esses dados na prática. Aqui, consideramos algoritmos para encontrar exemplos rotulados incorretamente em conjuntos de dados de classificação multi-rótulo. Propomos uma extensão da estrutura de Aprendizado Confiante para esse contexto, bem como uma pontuação de qualidade de rótulo que classifica exemplos com erros de rótulo muito mais alto do que aqueles que estão corretamente rotulados. Ambas as abordagens podem utilizar qualquer classificador treinado. Após demonstrar que nossa metodologia supera empiricamente outros algoritmos para detecção de erros de rótulo, aplicamos nossa abordagem para descobrir muitos erros de rótulo no conjunto de dados de marcação de imagens CelebA."
R3NHATFK,conferencePaper,2022.0,"Zeng, Ziqian; Ni, Weimin; Fang, Tianqing; Li, Xiang; Zhao, Xinran; Song, Yangqiu",Weakly Supervised Text Classification using Supervision Signals from a Language Model,10.18653/v1/2022.findings-naacl.176,https://aclanthology.org/2022.findings-naacl.176,"Solving text classification in a weakly supervised manner is important for real-world applications where human annotations are scarce. In this paper, we propose to query a masked language model with cloze style prompts to obtain supervision signals. We design a prompt which combines the document itself and “this article is talking about [MASK].” A masked language model can generate words for the [MASK] token. The generated words which summarize the content of a document can be utilized as supervision signals. We propose a latent variable model to learn a word distribution learner which associates generated words to pre-defined categories and a document classifier simultaneously without using any annotated data. Evaluation on three datasets, AGNews, 20Newsgroups, and UCINews, shows that our method can outperform baselines by 2%, 4%, and 3%.",2022-07,Association for Computational Linguistics,Classificação de Texto Fracamente Supervisionada usando Sinais de Supervisão de um Modelo de Linguagem,"Resolver a classificação de texto de maneira fracamente supervisionada é importante para aplicações do mundo real onde as anotações humanas são escassas. Neste artigo, propomos consultar um modelo de linguagem mascarado com prompts no estilo cloze para obter sinais de supervisão. Projetamos um prompt que combina o próprio documento e ""este artigo está falando sobre [MASK]."" Um modelo de linguagem mascarado pode gerar palavras para o token [MASK]. As palavras geradas que resumem o conteúdo de um documento podem ser utilizadas como sinais de supervisão. Propomos um modelo de variável latente para aprender um aprendiz de distribuição de palavras que associa palavras geradas a categorias predefinidas e um classificador de documentos simultaneamente, sem usar dados anotados. A avaliação em três conjuntos de dados, AGNews, 20Newsgroups e UCINews, mostra que nosso método pode superar as linhas de base em 2%, 4% e 3%."
UR2KKBCV,preprint,2023.0,"Sedova, Anastasiia; Roth, Benjamin",ULF: Unsupervised Labeling Function Correction using Cross-Validation for Weak Supervision,10.48550/arXiv.2204.06863,http://arxiv.org/abs/2204.06863,"A cost-effective alternative to manual data labeling is weak supervision (WS), where data samples are automatically annotated using a predefined set of labeling functions (LFs), rule-based mechanisms that generate artificial labels for the associated classes. In this work, we investigate noise reduction techniques for WS based on the principle of k-fold cross-validation. We introduce a new algorithm ULF for Unsupervised Labeling Function correction, which denoises WS data by leveraging models trained on all but some LFs to identify and correct biases specific to the held-out LFs. Specifically, ULF refines the allocation of LFs to classes by re-estimating this assignment on highly reliable cross-validated samples. Evaluation on multiple datasets confirms ULF's effectiveness in enhancing WS learning without the need for manual labeling.",2023-10-24,arXiv,ULF: Correção de Função de Rotulagem Não Supervisionada usando Validação Cruzada para Supervisão Fraca,"Uma alternativa econômica à rotulagem manual de dados é a supervisão fraca (WS), onde amostras de dados são automaticamente anotadas usando um conjunto pré-definido de funções de rotulagem (LFs), mecanismos baseados em regras que geram rótulos artificiais para as classes associadas. Neste trabalho, investigamos técnicas de redução de ruído para WS com base no princípio da validação cruzada k-fold. Introduzimos um novo algoritmo ULF para correção de Funções de Rotulagem Não Supervisionadas, que remove o ruído dos dados de WS aproveitando modelos treinados em todas, exceto algumas LFs, para identificar e corrigir vieses específicos das LFs retidas. Especificamente, o ULF refina a alocação de LFs para classes reestimando essa atribuição em amostras altamente confiáveis validadas cruzadamente. A avaliação em múltiplos conjuntos de dados confirma a eficácia do ULF em aprimorar o aprendizado de WS sem a necessidade de rotulagem manual."
EUFIU6XB,book,2023.0,"Sedova, Anastasiia; Zellinger, Lena; Roth, Benjamin",Learning with Noisy Labels by Adaptive Gradient-Based Outlier Removal,,http://arxiv.org/abs/2306.04502,"An accurate and substantial dataset is essential for training a reliable and well-performing model. However, even manually annotated datasets contain label errors, not to mention automatically labeled ones. Previous methods for label denoising have primarily focused on detecting outliers and their permanent removal - a process that is likely to over- or underfilter the dataset. In this work, we propose AGRA: a new method for learning with noisy labels by using Adaptive GRAdient-based outlier removal. Instead of cleaning the dataset prior to model training, the dataset is dynamically adjusted during the training process. By comparing the aggregated gradient of a batch of samples and an individual example gradient, our method dynamically decides whether a corresponding example is helpful for the model at this point or is counter-productive and should be left out for the current update. Extensive evaluation on several datasets demonstrates AGRA's effectiveness, while a comprehensive results analysis supports our initial hypothesis: permanent hard outlier removal is not always what model benefits the most from.",2023,,Aprendizado com Rótulos Ruidosos por Remoção de Outliers Baseada em Gradiente Adaptativo,"Um conjunto de dados preciso e substancial é essencial para treinar um modelo confiável e de bom desempenho. No entanto, mesmo conjuntos de dados anotados manualmente contêm erros de rotulagem, sem mencionar os rotulados automaticamente. Métodos anteriores para remoção de ruído de rótulos focaram principalmente na detecção de outliers e sua remoção permanente - um processo que provavelmente super ou subfiltra o conjunto de dados. Neste trabalho, propomos o AGRA: um novo método para aprender com rótulos ruidosos usando remoção de outliers baseada em Gradiente Adaptativo. Em vez de limpar o conjunto de dados antes do treinamento do modelo, o conjunto de dados é ajustado dinamicamente durante o processo de treinamento. Ao comparar o gradiente agregado de um lote de amostras e o gradiente de um exemplo individual, nosso método decide dinamicamente se um exemplo correspondente é útil para o modelo neste ponto ou é contraproducente e deve ser excluído da atualização atual. Uma avaliação extensa em vários conjuntos de dados demonstra a eficácia do AGRA, enquanto uma análise abrangente dos resultados apoia nossa hipótese inicial: a remoção permanente de outliers difíceis nem sempre é o que mais beneficia o modelo."
Q3LYZWMP,conferencePaper,2019.0,"Awasthi, Abhijeet; Ghosh, Sabyasachi; Goyal, Rasna; Sarawagi, Sunita",Learning from Rules Generalizing Labeled Exemplars,,https://openreview.net/forum?id=SkeuexBtDr,"In many applications labeled data is not readily available, and needs to be collected via pain-staking human supervision. We propose a rule-exemplar method for collecting human supervision to combine the efficiency of rules with the quality of instance labels. The supervision is coupled such that it is both natural for humans and synergistic for learning. We propose a training algorithm that jointly denoises rules via latent coverage variables, and trains the model through a soft implication loss over the coverage and label variables. The denoised rules and trained model are used jointly for inference. Empirical evaluation on five different tasks shows that (1) our algorithm is more accurate than several existing methods of learning from a mix of clean and noisy supervision, and (2) the coupled rule-exemplar supervision is effective in denoising rules.",2019-09-25,,Aprendendo com Regras Generalizando Exemplares Rotulados,"Em muitas aplicações, dados rotulados não estão prontamente disponíveis e precisam ser coletados por meio de uma supervisão humana meticulosa. Propomos um método de regra-exemplar para coletar supervisão humana que combina a eficiência das regras com a qualidade das etiquetas de instância. A supervisão é acoplada de forma que seja natural para os humanos e sinérgica para o aprendizado. Propomos um algoritmo de treinamento que desruída regras conjuntamente por meio de variáveis de cobertura latente e treina o modelo através de uma perda de implicação suave sobre as variáveis de cobertura e etiqueta. As regras desruídas e o modelo treinado são usados conjuntamente para inferência. A avaliação empírica em cinco tarefas diferentes mostra que (1) nosso algoritmo é mais preciso do que vários métodos existentes de aprendizado a partir de uma mistura de supervisão limpa e ruidosa, e (2) a supervisão acoplada de regra-exemplar é eficaz na desruído das regras."
