"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FLH3CAJI","preprint","2022","Kuan, Johnson; Mueller, Jonas","Back to the Basics: Revisiting Out-of-Distribution Detection Baselines","","","","10.48550/arXiv.2207.03061","http://arxiv.org/abs/2207.03061","We study simple methods for out-of-distribution (OOD) image detection that are compatible with any already trained classifier, relying on only its predictions or learned representations. Evaluating the OOD detection performance of various methods when utilized with ResNet-50 and Swin Transformer models, we find methods that solely consider the model's predictions can be easily outperformed by also considering the learned representations. Based on our analysis, we advocate for a dead-simple approach that has been neglected in other studies: simply flag as OOD images whose average distance to their K nearest neighbors is large (in the representation space of an image classifier trained on the in-distribution data).","2022-07-06","2024-08-29 02:51:00","2024-08-29 02:51:00","2023-05-11 17:17:36","","","","","","","Back to the Basics","","","","","arXiv","","","","","","","arXiv.org","","Issue: arXiv:2207.03061 arXiv:2207.03061 [cs, stat]","","C:\Users\frank\Zotero\storage\IH3F46GR\Kuan e Mueller - 2022 - Back to the Basics Revisiting Out-of-Distribution.pdf; C:\Users\frank\Zotero\storage\8T54QVE5\2207.html","","notion","Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2207.03061","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JAFS2QVH","journalArticle","2022","Bernhardt, Mélanie; Castro, Daniel C.; Tanno, Ryutaro; Schwaighofer, Anton; Tezcan, Kerem C.; Monteiro, Miguel; Bannur, Shruthi; Lungren, Matthew P.; Nori, Aditya; Glocker, Ben; Alvarez-Valle, Javier; Oktay, Ozan","Active label cleaning for improved dataset quality under resource constraints","Nature Communications","","2041-1723","10.1038/s41467-022-28818-3","https://www.nature.com/articles/s41467-022-28818-3","Imperfections in data annotation, known as label noise, are detrimental to the training of machine learning models and have a confounding effect on the assessment of model performance. Nevertheless, employing experts to remove label noise by fully re-annotating large datasets is infeasible in resource-constrained settings, such as healthcare. This work advocates for a data-driven approach to prioritising samples for re-annotation—which we term “active label cleaning"". We propose to rank instances according to estimated label correctness and labelling difficulty of each sample, and introduce a simulation framework to evaluate relabelling efficacy. Our experiments on natural images and on a specifically-devised medical imaging benchmark show that cleaning noisy labels mitigates their negative impact on model training, evaluation, and selection. Crucially, the proposed approach enables correcting labels up to 4 × more effectively than typical random selection in realistic conditions, making better use of experts’ valuable time for improving dataset quality.","2022-03-04","2024-08-29 02:51:01","2024-08-29 02:51:01","2023-05-20 19:58:32","1161","","1","13","","Nat Commun","","","","","","","","en","2022 The Author(s)","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","C:\Users\frank\Zotero\storage\YXU77SKX\Bernhardt et al. - 2022 - Active label cleaning for improved dataset quality.pdf","","notion","Diagnosis; Machine learning; Radiography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFM554TH","thesis","2022","Tekumalla, Ramya","When Silver Is As Good As Gold:  Using Weak Supervision to Train Machine Learning Models on Social Media Data","","","","","https://scholarworks.gsu.edu/cs_diss/187","<p>Over the last decade, advances in machine learning have led to an exponential growth in artificial intelligence i.e., machine learning models capable of learning from vast amounts of data to perform several tasks such as text classification, regression, machine translation, speech recognition, and many others. While massive volumes of data are available, due to the manual curation process involved in the generation of training datasets, only a percentage of the data is used to train machine learning models. The process of labeling data with a ground-truth value is extremely tedious, expensive, and is the major bottleneck of supervised learning. To curtail this, the theory of noisy learning can be employed where data labeled through heuristics, knowledge bases and weak classifiers can be utilized for training, instead of data obtained through manual annotation. The assumption here is that a large volume of training data, which contains noise and acquired through an automated process, can compensate for the lack of manual labels. In this study, we utilize heuristic based approaches to create noisy silver standard datasets. We extensively tested the theory of noisy learning on four different applications by training several machine learning models using the silver standard dataset with several sample sizes and class imbalances and tested the performance using a gold standard dataset. Our evaluations on the four applications indicate the success of silver standard datasets in identifying a gold standard dataset. We conclude the study with evidence that noisy social media data can be utilized for weak supervision</p>","2022","2024-08-29 02:51:03","2024-08-29 02:51:03","2023-06-12 18:34:14","","","","","","","When Silver Is As Good As Gold","","","","","Georgia State University","","en","","","","","DOI.org (Datacite)","","DOI: 10.57709/30434727","","C:\Users\frank\Zotero\storage\XVAI94JK\Tekumalla - 2022 - When Silver Is As Good As Gold  Using Weak Superv.pdf","","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6CR2LQI","preprint","2022","Mazumder, Mark; Banbury, Colby; Yao, Xiaozhe; Karlaš, Bojan; Rojas, William Gaviria; Diamos, Sudnya; Diamos, Greg; He, Lynn; Kiela, Douwe; Jurado, David; Kanter, David; Mosquera, Rafael; Ciro, Juan; Aroyo, Lora; Acun, Bilge; Eyuboglu, Sabri; Ghorbani, Amirata; Goodman, Emmett; Kane, Tariq; Kirkpatrick, Christine R.; Kuo, Tzu-Sheng; Mueller, Jonas; Thrush, Tristan; Vanschoren, Joaquin; Warren, Margaret; Williams, Adina; Yeung, Serena; Ardalani, Newsha; Paritosh, Praveen; Zhang, Ce; Zou, James; Wu, Carole-Jean; Coleman, Cody; Ng, Andrew; Mattson, Peter; Reddi, Vijay Janapa","DataPerf: Benchmarks for Data-Centric AI Development","","","","10.48550/arXiv.2207.10062","http://arxiv.org/abs/2207.10062","Machine learning (ML) research has generally focused on models, while the most prominent datasets have been employed for everyday ML tasks without regard for the breadth, difficulty, and faithfulness of these datasets to the underlying problem. Neglecting the fundamental importance of datasets has caused major problems involving data cascades in real-world applications and saturation of dataset-driven criteria for model quality, hindering research growth. To solve this problem, we present DataPerf, a benchmark package for evaluating ML datasets and dataset-working algorithms. We intend it to enable the ""data ratchet,"" in which training sets will aid in evaluating test sets on the same problems, and vice versa. Such a feedback-driven strategy will generate a virtuous loop that will accelerate development of data-centric AI. The MLCommons Association will maintain DataPerf.","2022-07-20","2024-08-29 02:51:07","2024-08-29 02:51:07","2023-06-16 20:33:41","","","","","","","DataPerf","","","","","arXiv","","","","","","","arXiv.org","","Issue: arXiv:2207.10062 arXiv:2207.10062 [cs]","","C:\Users\frank\Zotero\storage\FRVBR7RY\Mazumder et al. - 2022 - DataPerf Benchmarks for Data-Centric AI Developme.pdf; C:\Users\frank\Zotero\storage\98DU7II5\2207.html","","notion","Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2207.10062","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6LFJHKYH","journalArticle","","Kuan, Johnson; Mueller, Jonas","Model-Agnostic Label Quality Scoring to Detect Real-World Label Errors","","","","","","We consider algorithms to find wrongly labeled data, which lurks in many real-world applications and hampers training/evaluation of ML models. We present the first empirical study of various scoring methods for this task on real datasets with naturally-occurring label errors (as opposed to synthetically introduced label errors). The label quality scores considered here can be utilized with arbitrary classification models. We examine five popular image recognition models (and ensembles thereof) to comprehensively characterize how well different scores detect label errors in practice.","","2024-08-29 02:51:09","2024-08-29 02:51:09","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\frank\Zotero\storage\SLMK5AKK\Kuan e Mueller - Model-Agnostic Label Quality Scoring to Detect Rea.pdf","","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HSV6BU87","preprint","2017","Northcutt, Curtis G.; Wu, Tailin; Chuang, Isaac L.","Learning with Confident Examples: Rank Pruning for Robust Classification with Noisy Labels","","","","10.48550/arXiv.1705.01936","http://arxiv.org/abs/1705.01936","Noisy PN learning is the problem of binary classification when training examples may be mislabeled (flipped) uniformly with noise rate rho1 for positive examples and rho0 for negative examples. We propose Rank Pruning (RP) to solve noisy PN learning and the open problem of estimating the noise rates, i.e. the fraction of wrong positive and negative labels. Unlike prior solutions, RP is time-efficient and general, requiring O(T) for any unrestricted choice of probabilistic classifier with T fitting time. We prove RP has consistent noise estimation and equivalent expected risk as learning with uncorrupted labels in ideal conditions, and derive closed-form solutions when conditions are non-ideal. RP achieves state-of-the-art noise estimation and F1, error, and AUC-PR for both MNIST and CIFAR datasets, regardless of the amount of noise and performs similarly impressively when a large portion of training examples are noise drawn from a third distribution. To highlight, RP with a CNN classifier can predict if an MNIST digit is a ""one""or ""not"" with only 0.25% error, and 0.46 error across all digits, even when 50% of positive examples are mislabeled and 50% of observed positive labels are mislabeled negative examples.","2017-08-09","2024-08-29 02:51:10","2024-08-29 02:51:10","2023-06-16 20:37:26","","","","","","","Learning with Confident Examples","","","","","arXiv","","","","","","","arXiv.org","","Issue: arXiv:1705.01936 arXiv:1705.01936 [cs, stat]","","C:\Users\frank\Zotero\storage\HSDLE6SD\Northcutt et al. - 2017 - Learning with Confident Examples Rank Pruning for.pdf; C:\Users\frank\Zotero\storage\L3LQY7TV\1705.html","","notion","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:1705.01936","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P9A2TMLX","preprint","2022","Song, Hwanjun; Kim, Minseok; Park, Dongmin; Shin, Yooju; Lee, Jae-Gil","Learning from Noisy Labels with Deep Neural Networks: A Survey","","","","10.48550/arXiv.2007.08199","http://arxiv.org/abs/2007.08199","Deep learning has achieved remarkable success in numerous domains with help from large amounts of big data. However, the quality of data labels is a concern because of the lack of high-quality labels in many real-world scenarios. As noisy labels severely degrade the generalization performance of deep neural networks, learning from noisy labels (robust training) is becoming an important task in modern deep learning applications. In this survey, we first describe the problem of learning with label noise from a supervised learning perspective. Next, we provide a comprehensive review of 62 state-of-the-art robust training methods, all of which are categorized into five groups according to their methodological difference, followed by a systematic comparison of six properties used to evaluate their superiority. Subsequently, we perform an in-depth analysis of noise rate estimation and summarize the typically used evaluation methodology, including public noisy datasets and evaluation metrics. Finally, we present several promising research directions that can serve as a guideline for future studies. All the contents will be available at https://github.com/songhwanjun/Awesome-Noisy-Labels.","2022-03-09","2024-08-29 02:51:13","2024-08-29 02:51:13","2023-06-26 10:52:13","","","","","","","Learning from Noisy Labels with Deep Neural Networks","","","","","arXiv","","","","","","","arXiv.org","","Issue: arXiv:2007.08199 arXiv:2007.08199 [cs, stat]","","C:\Users\frank\Zotero\storage\FQGUWUAQ\Song et al. - 2022 - Learning from Noisy Labels with Deep Neural Networ.pdf; C:\Users\frank\Zotero\storage\WVNQ42W6\2007.html","","notion","Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2007.08199","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YR9IVCRD","preprint","2020","Jiang, Lu; Huang, Di; Liu, Mason; Yang, Weilong","Beyond Synthetic Noise: Deep Learning on Controlled Noisy Labels","","","","10.48550/arXiv.1911.09781","http://arxiv.org/abs/1911.09781","Performing controlled experiments on noisy data is essential in understanding deep learning across noise levels. Due to the lack of suitable datasets, previous research has only examined deep learning on controlled synthetic label noise, and real-world label noise has never been studied in a controlled setting. This paper makes three contributions. First, we establish the first benchmark of controlled real-world label noise from the web. This new benchmark enables us to study the web label noise in a controlled setting for the first time. The second contribution is a simple but effective method to overcome both synthetic and real noisy labels. We show that our method achieves the best result on our dataset as well as on two public benchmarks (CIFAR and WebVision). Third, we conduct the largest study by far into understanding deep neural networks trained on noisy labels across different noise levels, noise types, network architectures, and training settings. The data and code are released at the following link: http://www.lujiang.info/cnlw.html","2020-08-27","2024-08-29 02:51:15","2024-08-29 02:51:15","2023-06-26 11:00:54","","","","","","","Beyond Synthetic Noise","","","","","arXiv","","","","","","","arXiv.org","","Issue: arXiv:1911.09781 arXiv:1911.09781 [cs, stat]","","C:\Users\frank\Zotero\storage\WJBJEPTA\Jiang et al. - 2020 - Beyond Synthetic Noise Deep Learning on Controlle.pdf; C:\Users\frank\Zotero\storage\3B7QQ5TD\1911.html","","notion","Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:1911.09781","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6PWSV8QE","preprint","2023","Yu, Peilin; Bach, Stephen H.","Alfred: A System for Prompted Weak Supervision","","","","10.48550/arXiv.2305.18623","http://arxiv.org/abs/2305.18623","Alfred is the first system for programmatic weak supervision (PWS) that creates training data for machine learning by prompting. In contrast to typical PWS systems where weak supervision sources are programs coded by experts, Alfred enables users to encode their subject matter expertise via natural language prompts for language and vision-language models. Alfred provides a simple Python interface for the key steps of this emerging paradigm, with a high-throughput backend for large-scale data labeling. Users can quickly create, evaluate, and refine their prompt-based weak supervision sources; map the results to weak labels; and resolve their disagreements with a label model. Alfred enables a seamless local development experience backed by models served from self-managed computing clusters. It automatically optimizes the execution of prompts with optimized batching mechanisms. We find that this optimization improves query throughput by 2.9x versus a naive approach. We present two example use cases demonstrating Alfred on YouTube comment spam detection and pet breeds classification. Alfred is open source, available at https://github.com/BatsResearch/alfred.","2023-05-29","2024-08-29 02:51:18","2024-08-29 02:51:18","2023-07-02 17:05:00","","","","","","","Alfred","","","","","arXiv","","","","","","","arXiv.org","","Issue: arXiv:2305.18623 arXiv:2305.18623 [cs]","","C:\Users\frank\Zotero\storage\JL8ZGSD3\Yu e Bach - 2023 - Alfred A System for Prompted Weak Supervision.pdf; C:\Users\frank\Zotero\storage\5SXR2F8L\2305.html","","notion","Computer Science - Machine Learning; Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","arXiv:2305.18623","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AWIST87V","preprint","2022","Wang, Wei-Chen; Mueller, Jonas","Detecting Label Errors in Token Classification Data","","","","10.48550/arXiv.2210.03920","http://arxiv.org/abs/2210.03920","Mislabeled examples are a common issue in real-world data, particularly for tasks like token classification where many labels must be chosen on a fine-grained basis. Here we consider the task of finding sentences that contain label errors in token classification datasets. We study 11 different straightforward methods that score tokens/sentences based on the predicted class probabilities output by a (any) token classification model (trained via any procedure). In precision-recall evaluations based on real-world label errors in entity recognition data from CoNLL-2003, we identify a simple and effective method that consistently detects those sentences containing label errors when applied with different token classification models.","2022-10-08","2024-08-29 02:51:19","2024-08-29 02:51:19","2023-07-21 16:20:17","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","Issue: arXiv:2210.03920 arXiv:2210.03920 [cs]","","C:\Users\frank\Zotero\storage\3XVCCVVH\Wang e Mueller - 2022 - Detecting Label Errors in Token Classification Dat.pdf; C:\Users\frank\Zotero\storage\AN325F2B\2210.html","","notion","Computer Science - Machine Learning; Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","arXiv:2210.03920","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33F2G8LS","conferencePaper","2019","Geva, Mor; Goldberg, Yoav; Berant, Jonathan","Are We Modeling the Task or the Annotator? An Investigation of Annotator Bias in Natural Language Understanding Datasets","Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP)","","","10.18653/v1/D19-1107","https://www.aclweb.org/anthology/D19-1107","Crowdsourcing has been the prevalent paradigm for creating natural language understanding datasets in recent years. A common crowdsourcing practice is to recruit a small number of high-quality workers, and have them massively generate examples. Having only a few workers generate the majority of examples raises concerns about data diversity, especially when workers freely generate sentences. In this paper, we perform a series of experiments showing these concerns are evident in three recent NLP datasets. We show that model performance improves when training with annotator identiﬁers as features, and that models are able to recognize the most productive annotators. Moreover, we show that often models do not generalize well to examples from annotators that did not contribute to the training set. Our ﬁndings suggest that annotator bias should be monitored during dataset creation, and that test set annotators should be disjoint from training set annotators.","2019","2024-08-29 02:51:21","2024-08-29 02:51:21","2023-07-22 19:05:49","1161-1166","","","","","","Are We Modeling the Task or the Annotator?","","","","","Association for Computational Linguistics","Hong Kong, China","en","","","","","DOI.org (Crossref)","","","","C:\Users\frank\Zotero\storage\JV3ZM2PQ\Geva et al. - 2019 - Are We Modeling the Task or the Annotator An Inve.pdf","","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP)","","","","","","","","","","","","","","",""
"TWC3HEVG","journalArticle","2015","Aroyo, Lora; Welty, Chris","Truth Is a Lie: Crowd Truth and the Seven Myths of Human Annotation","AI Magazine","","0738-4602, 2371-9621","10.1609/aimag.v36i1.2564","https://onlinelibrary.wiley.com/doi/10.1609/aimag.v36i1.2564","","2015-03","2024-08-29 02:51:21","2024-08-29 02:51:21","2023-07-22 19:06:01","15-24","","1","36","","AI Magazine","Truth Is a Lie","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 1","","C:\Users\frank\Zotero\storage\UCTGG53Z\Aroyo e Welty - 2015 - Truth Is a Lie Crowd Truth and the Seven Myths of.pdf","","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZIQ7ZIWH","journalArticle","","Konyushkova, Ksenia; Sznitman, Raphael; Fua, Pascal","Learning Active Learning from Data","","","","","","In this paper, we suggest a novel data-driven approach to active learning (AL). The key idea is to train a regressor that predicts the expected error reduction for a candidate sample in a particular learning state. By formulating the query selection procedure as a regression problem we are not restricted to working with existing AL heuristics; instead, we learn strategies based on experience from previous AL outcomes. We show that a strategy can be learnt either from simple synthetic 2D datasets or from a subset of domain-speciﬁc data. Our method yields strategies that work well on real data from a wide range of domains.","","2024-08-29 02:51:23","2024-08-29 02:51:23","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\frank\Zotero\storage\675FGFFS\Konyushkova et al. - Learning Active Learning from Data.pdf","","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F3KQJY2K","journalArticle","2014","Frenay, Benoit; Verleysen, Michel","Classification in the Presence of Label Noise: A Survey","IEEE Transactions on Neural Networks and Learning Systems","","2162-237X, 2162-2388","10.1109/TNNLS.2013.2292894","http://ieeexplore.ieee.org/document/6685834/","Label noise is an important issue in classiﬁcation, with many potential negative consequences. For example, the accuracy of predictions may decrease, whereas the complexity of inferred models and the number of necessary training samples may increase. Many works in the literature have been devoted to the study of label noise and the development of techniques to deal with label noise. However, the ﬁeld lacks a comprehensive survey on the different types of label noise, their consequences and the algorithms that consider label noise. This paper proposes to ﬁll this gap. First, the deﬁnitions and sources of label noise are considered and a taxonomy of the types of label noise is proposed. Second, the potential consequences of label noise are discussed. Third, label noise-robust, label noise cleansing, and label noise-tolerant algorithms are reviewed. For each category of approaches, a short discussion is proposed to help the practitioner to choose the most suitable technique in its own particular ﬁeld of application. Eventually, the design of experiments is also discussed, what may interest the researchers who would like to test their own algorithms. In this paper, label noise consists of mislabeled instances: no additional information is assumed to be available like e.g. conﬁdences on labels.","2014-05","2024-08-29 02:51:24","2024-08-29 02:51:24","2023-07-22 19:06:20","845-869","","5","25","","IEEE Trans. Neural Netw. Learning Syst.","Classification in the Presence of Label Noise","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 5","","C:\Users\frank\Zotero\storage\E6IDHNNN\Frenay e Verleysen - 2014 - Classification in the Presence of Label Noise A S.pdf","","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QEL72NQB","journalArticle","2017","Prelec, Dražen; Seung, H. Sebastian; McCoy, John","A solution to the single-question crowd wisdom problem","Nature","","0028-0836, 1476-4687","10.1038/nature21054","https://www.nature.com/articles/nature21054","","2017-01","2024-08-29 02:51:27","2024-08-29 02:51:27","2023-07-23 21:17:52","532-535","","7638","541","","Nature","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 7638","","C:\Users\frank\Zotero\storage\ZRASEIIR\Prelec et al. - 2017 - A solution to the single-question crowd wisdom pro.pdf","","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQA6EM6L","conferencePaper","2022","Zhang, Jieyu; Wang, Haonan; Hsieh, Cheng-Yu; Ratner, Alexander J","Understanding Programmatic Weak Supervision via Source-aware Influence Function","Advances in Neural Information Processing Systems","","","","https://proceedings.neurips.cc/paper_files/paper/2022/file/1343edb2739a61a6e20bd8764e814b50-Paper-Conference.pdf","","2022","2024-08-29 02:51:30","2024-08-29 02:51:30","","2862–2875","","","35","","","","","","","","Curran Associates, Inc.","","","","","","","","","https://github.com/JieyuZ2/wrench/blob/main/examples/run_explainer.py http://arxiv.org/abs/2205.12879","","C:\Users\frank\Zotero\storage\XZ2A983S\Zhang et al. - Understanding Programmatic Weak Supervision via So.pdf","","notion","","Koyejo, S.; Mohamed, S.; Agarwal, A.; Belgrave, D.; Cho, K.; Oh, A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIA64MTQ","journalArticle","2020","Nashaat, Mona; Ghosh, Aindrila; Miller, James; Quader, Shaikh","Asterisk: Generating Large Training Datasets with Automatic Active Supervision","ACM/IMS Transactions on Data Science","","2691-1922","10.1145/3385188","https://dl.acm.org/doi/10.1145/3385188","Labeling datasets is one of the most expensive bottlenecks in data preprocessing tasks in machine learning. Therefore, organizations, in many domains, are applying weak supervision to produce noisy labels. However, since weak supervision relies on cheaper sources, the quality of the generated labels is problematic. Therefore, in this article, we present Asterisk, an end-to-end framework to generate high-quality, large-scale labeled datasets. The system, first, automatically generates heuristics to assign initial labels. Then, the framework applies a novel data-driven active learning process to enhance the labeling quality. We present an algorithm that learns the selection policy by accommodating the modeled accuracies of the heuristics, along with the outcome of the generative model. Finally, the system employs the output of the active learning process to enhance the quality of the labels. To evaluate the proposed system, we report its performance against four state-of-the-art techniques. In collaboration with our industrial partner, IBM, we test the framework within a wide range of real-world applications. The experiments include 10 datasets of varying sizes with a maximum size of 11 million records. The results illustrate the effectiveness of the framework in producing high-quality labels and achieving high classification accuracy with minimal annotation efforts.","2020-05-30","2024-08-29 02:51:32","2024-08-29 02:51:32","2023-07-29 19:49:27","13:1–13:25","","2","1","","ACM/IMS Trans. Data Sci.","Asterisk","","","","","","","","","","","","ACM Digital Library","","Number: 2","","C:\Users\frank\Zotero\storage\YXVKU5L3\Nashaat et al. - 2020 - Asterisk Generating Large Training Datasets with Automatic Active Supervision.pdf","","notion","Machine learning; Active learning; Data labeling; Heuristics design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SVHBQ2EA","preprint","2020","Fu, Daniel Y.; Chen, Mayee F.; Sala, Frederic; Hooper, Sarah M.; Fatahalian, Kayvon; Ré, Christopher","Fast and Three-rious: Speeding Up Weak Supervision with Triplet Methods","","","","10.48550/arXiv.2002.11955","http://arxiv.org/abs/2002.11955","Weak supervision is a popular method for building machine learning models without relying on ground truth annotations. Instead, it generates probabilistic training labels by estimating the accuracies of multiple noisy labeling sources (e.g., heuristics, crowd workers). Existing approaches use latent variable estimation to model the noisy sources, but these methods can be computationally expensive, scaling superlinearly in the data. In this work, we show that, for a class of latent variable models highly applicable to weak supervision, we can find a closed-form solution to model parameters, obviating the need for iterative solutions like stochastic gradient descent (SGD). We use this insight to build FlyingSquid, a weak supervision framework that runs orders of magnitude faster than previous weak supervision approaches and requires fewer assumptions. In particular, we prove bounds on generalization error without assuming that the latent variable model can exactly parameterize the underlying data distribution. Empirically, we validate FlyingSquid on benchmark weak supervision datasets and find that it achieves the same or higher quality compared to previous approaches without the need to tune an SGD procedure, recovers model parameters 170 times faster on average, and enables new video analysis and online learning applications.","2020-07-15","2024-08-29 02:51:34","2024-08-29 02:51:34","2023-08-01 18:45:05","","","","","","","Fast and Three-rious","","","","","arXiv","","","","","","","arXiv.org","","Issue: arXiv:2002.11955 arXiv:2002.11955 [cs, stat]","","C:\Users\frank\Zotero\storage\YWYBXHBN\Fu et al. - 2020 - Fast and Three-rious Speeding Up Weak Supervision.pdf; C:\Users\frank\Zotero\storage\B8DQ7XXY\2002.html","","notion","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2002.11955","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGBIA5S6","preprint","2019","Dunnmon, Jared; Ratner, Alexander; Khandwala, Nishith; Saab, Khaled; Markert, Matthew; Sagreiya, Hersh; Goldman, Roger; Lee-Messer, Christopher; Lungren, Matthew; Rubin, Daniel; Ré, Christopher","Cross-Modal Data Programming Enables Rapid Medical Machine Learning","","","","10.48550/arXiv.1903.11101","http://arxiv.org/abs/1903.11101","Labeling training datasets has become a key barrier to building medical machine learning models. One strategy is to generate training labels programmatically, for example by applying natural language processing pipelines to text reports associated with imaging studies. We propose cross-modal data programming, which generalizes this intuitive strategy in a theoretically-grounded way that enables simpler, clinician-driven input, reduces required labeling time, and improves with additional unlabeled data. In this approach, clinicians generate training labels for models defined over a target modality (e.g. images or time series) by writing rules over an auxiliary modality (e.g. text reports). The resulting technical challenge consists of estimating the accuracies and correlations of these rules; we extend a recent unsupervised generative modeling technique to handle this cross-modal setting in a provably consistent way. Across four applications in radiography, computed tomography, and electroencephalography, and using only several hours of clinician time, our approach matches or exceeds the efficacy of physician-months of hand-labeling with statistical significance, demonstrating a fundamentally faster and more flexible way of building machine learning models in medicine.","2019-03-26","2024-08-29 02:51:37","2024-08-29 02:51:37","2023-08-01 19:07:06","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","Issue: arXiv:1903.11101 arXiv:1903.11101 [cs, eess, stat]","","C:\Users\frank\Zotero\storage\RRQDVABM\Dunnmon et al. - 2019 - Cross-Modal Data Programming Enables Rapid Medical.pdf; C:\Users\frank\Zotero\storage\5PRXI9JG\1903.html","","notion","Computer Science - Machine Learning; Statistics - Machine Learning; Electrical Engineering and Systems Science - Image and Video Processing","","","","","","","","","","","","","","","","","","","arXiv:1903.11101","","","","","","","","","","","","","","","","","","","","","","","","","","",""
